income,credit_score,debt_to_income,employment_duration,housing_status,loan_amount,is_default
51737,312,0.2630262751438569,14.63,Mortgage,13182.42,0
55844,689,0.2693105255525392,2.95,Mortgage,17110.4,0
16693,656,0.47840590962117524,10.39,Rent,16609.08,1
32030,310,0.13322413843064093,4.29,Rent,23559.74,1
63306,380,0.23737763808725618,12.29,Own,11826.2,0
54301,560,0.1765187952042708,1.73,Mortgage,13823.21,0
47791,305,0.5723378165986157,3.99,Own,19771.85,1
58472,757,0.14504713158408925,2.47,Rent,18282.54,0
74536,672,0.4790918047981283,0.34,Own,14715.39,0
46684,780,0.4152127847345851,4.27,Mortgage,14022.92,0
51040,521,0.4164022003354856,7.9,Own,12492.45,0
52888,380,0.4817165135739425,4.06,Own,10478.15,0
85881,814,0.3002439860368967,1.64,Rent,14876.06,0
18509,359,0.300371682498637,1.53,Rent,17919.87,1
60248,520,0.24435289111872785,1.36,Rent,16848.0,0
48277,648,0.39887501844283035,19.47,Rent,14588.2,0
58501,527,0.5649026260551291,2.55,Mortgage,16592.23,0
40139,589,0.5619915996954656,1.91,Mortgage,10232.82,0
49265,592,0.4514803360906926,2.71,Own,17834.32,0
60671,492,0.5530928855165251,0.62,Mortgage,7841.48,0
96693,773,0.5817594141778842,1.09,Own,16274.85,0
62120,556,0.4975524715013957,3.56,Rent,17957.63,0
37279,805,0.3039166644716731,8.02,Own,15524.24,0
43643,687,0.3416124831658526,10.45,Own,15032.43,0
43198,697,0.5656284600477993,10.05,Mortgage,9705.93,0
23065,665,0.4350040376373552,14.48,Own,14780.73,0
45048,589,0.5103469805930877,0.67,Mortgage,24911.66,0
60992,608,0.1580570178727089,0.21,Own,14660.63,0
30886,577,0.1969507075453221,0.56,Mortgage,13618.39,0
65727,763,0.2720542336614844,4.59,Rent,6918.78,0
57316,488,0.19412032777977625,4.06,Mortgage,16826.6,0
38986,477,0.5532325323257701,5.56,Rent,17187.54,1
47877,827,0.20844527349873584,2.32,Mortgage,12620.65,0
73974,674,0.378591857165248,2.48,Rent,13776.62,0
61003,753,0.14272693507473852,3.94,Rent,8352.99,0
50131,516,0.17748092326193435,0.41,Mortgage,15616.54,0
46434,341,0.22370756748560247,8.04,Rent,17486.17,0
51149,493,0.5914467007421931,12.81,Own,3711.58,0
42323,626,0.498531878501956,2.45,Own,14816.11,0
18428,672,0.43677752938478454,6.73,Rent,23651.81,1
80632,764,0.5581309919249009,3.98,Rent,15752.74,0
52329,462,0.5781043296838074,1.35,Rent,17459.38,0
55972,575,0.3267864571393746,0.35,Mortgage,20293.49,0
49131,663,0.26384472472131404,1.41,Own,17843.08,0
38973,779,0.25765766342713714,4.64,Rent,13206.16,0
47211,759,0.11786455104072427,0.21,Rent,6903.32,0
26009,564,0.23981904686316893,9.05,Mortgage,28514.17,1
84156,838,0.277522983596872,17.58,Own,18729.67,0
31482,685,0.11844941972436682,0.44,Rent,19220.41,0
34520,384,0.5413024078094479,1.42,Own,20201.91,1
43396,615,0.5239283678998718,5.63,Mortgage,20595.69,0
69321,542,0.22575045996720142,8.2,Own,18977.38,0
50217,768,0.5012794501547927,2.12,Rent,15143.59,0
31457,641,0.49810593954085713,3.62,Rent,13401.46,0
68815,476,0.26750637986752523,11.12,Own,18660.46,0
60965,429,0.44853401931554715,2.43,Mortgage,15725.67,0
58076,382,0.24492891901506722,0.43,Mortgage,15565.33,0
60736,659,0.13513811794384997,26.39,Mortgage,19927.49,0
85915,387,0.35239891696448933,0.99,Mortgage,25484.14,0
82776,831,0.31916352043952967,0.25,Rent,10294.4,0
39699,770,0.16907645725968948,2.64,Own,17400.52,0
74358,797,0.34527666849504224,0.65,Rent,9970.3,0
55747,806,0.5746878728784581,19.25,Own,15976.98,0
57486,653,0.46569657359456507,2.4,Own,6594.09,0
24615,715,0.46943615497289704,8.74,Mortgage,11513.66,0
47444,350,0.4787753975411452,0.97,Mortgage,15102.86,1
37807,362,0.4723169036342728,0.75,Own,20349.0,1
62420,388,0.10995071770030337,5.24,Own,7598.21,0
66066,489,0.5623454678469658,12.0,Own,17167.4,0
18882,647,0.5150688822193866,0.61,Rent,14821.34,1
49669,837,0.23728970371650135,4.45,Own,22318.1,0
66827,475,0.3763717524183151,0.44,Rent,12978.37,0
47199,663,0.40750296497658356,8.36,Own,17170.96,0
60935,782,0.16597251455812254,12.0,Mortgage,14219.45,0
55267,418,0.22698168842856373,4.95,Own,10115.83,0
55124,468,0.11162521764207603,5.83,Own,12139.18,0
45930,446,0.5319758600271327,0.29,Rent,11217.09,0
31751,736,0.11245253487310022,0.38,Own,6271.19,0
33177,738,0.2593479189304335,0.99,Rent,22731.44,0
60640,488,0.13912324647311156,1.6,Rent,13208.19,0
50291,459,0.4907029630855261,7.13,Mortgage,17389.26,0
47922,701,0.5624913865355939,2.86,Mortgage,9468.14,0
43641,317,0.3814078099088962,0.41,Mortgage,15231.75,1
45422,439,0.16978340865416083,9.57,Mortgage,17532.48,0
65703,414,0.37908042914305073,25.44,Rent,15435.36,0
44971,627,0.48517061972633935,3.04,Own,10849.33,0
29884,524,0.45920810261315026,3.58,Rent,19044.49,1
61154,738,0.4708595029332776,0.41,Mortgage,4758.01,0
46926,849,0.23958692127673883,2.41,Own,7117.52,0
50470,685,0.13686876129212114,2.32,Rent,14419.96,0
74113,820,0.1744818192742251,16.88,Own,3021.73,0
49691,552,0.5777532425394704,5.4,Rent,11075.54,0
54337,397,0.40675699354799055,7.62,Own,12643.18,0
32316,370,0.46394980293196275,0.69,Own,22604.62,1
46704,746,0.549532295890303,2.7,Mortgage,11699.64,0
59142,389,0.5263772832756459,1.06,Mortgage,12389.0,0
26669,729,0.20920092485955952,9.84,Own,5753.04,0
53012,518,0.12903002230437685,0.83,Own,15380.96,0
51511,406,0.5625641004317293,2.89,Mortgage,15049.61,0
50619,775,0.5908341463188785,0.28,Rent,9536.52,0
65557,753,0.38367209675698766,5.03,Own,19569.21,0
55016,843,0.5442009574188897,3.29,Rent,19243.44,0
72171,425,0.21590802485737667,3.45,Mortgage,12203.48,0
35096,446,0.15551935229492567,0.54,Own,5375.58,0
52038,579,0.349908468704207,3.61,Rent,9639.1,0
51267,323,0.505591709741893,4.15,Mortgage,22672.07,1
33961,419,0.42732681162016617,16.46,Own,15696.34,1
64344,596,0.4186600840718827,0.17,Rent,11169.61,0
84870,381,0.10872945411258308,12.8,Own,21831.16,0
49744,747,0.2587464461825456,3.27,Rent,14073.71,0
57575,769,0.5697478932612406,1.18,Rent,15066.79,0
51267,722,0.16713676975846173,5.48,Own,26954.15,0
39296,844,0.4631829725935771,3.64,Mortgage,19605.76,0
22688,323,0.4796555769040223,1.29,Own,13572.44,1
39413,360,0.4664166215961444,4.93,Mortgage,16849.66,1
29120,383,0.5946424470500882,3.21,Rent,17754.88,1
75561,524,0.3046041056759624,5.84,Rent,19107.64,0
48273,485,0.44109669610450963,5.84,Rent,9817.0,0
44811,674,0.1968275566919012,3.2,Mortgage,23148.1,0
63337,371,0.29985495793554395,2.48,Rent,22121.62,0
33173,373,0.3457803012165632,0.33,Own,10355.32,1
38497,640,0.20741377055001278,3.4,Rent,14927.85,0
51021,452,0.5534053711794299,1.39,Mortgage,15373.71,0
65431,395,0.4580989152336812,0.27,Mortgage,15801.64,0
57525,744,0.24187888404624738,2.01,Own,18877.35,0
53724,409,0.16747821964879714,0.46,Own,13340.77,0
51171,757,0.24393366421125387,4.33,Mortgage,17160.01,0
56003,350,0.4114926911215422,3.5,Mortgage,18165.38,0
53024,676,0.5132043191551429,7.86,Own,17478.22,0
34550,372,0.35158412852758025,1.56,Own,17378.31,1
50691,511,0.15124733675225702,2.32,Own,17774.75,0
33894,731,0.22465743320554513,5.84,Own,16075.07,0
51216,467,0.2725719596947762,24.77,Mortgage,5409.95,0
42790,630,0.4180681268555133,11.73,Rent,9929.95,0
88090,793,0.22332168768083763,3.68,Mortgage,8533.21,0
49401,442,0.21696419632694594,5.67,Own,9629.85,0
28936,744,0.24310093431059712,3.8,Mortgage,10052.74,0
47987,693,0.39626452222677444,2.85,Own,20182.6,0
57790,811,0.3463151419710836,4.61,Mortgage,21671.12,0
75100,627,0.5208179766512204,2.44,Own,18215.95,0
41158,558,0.44896615720665645,1.64,Own,10034.06,0
26263,736,0.43341093597816527,6.12,Mortgage,10388.69,0
62252,648,0.17732503100230682,10.28,Own,11770.01,0
29291,814,0.12761389930609288,1.7,Rent,11337.85,0
43457,748,0.3549994322796358,6.14,Own,21602.93,0
46135,698,0.13582083268576808,2.85,Own,8213.57,0
48955,513,0.28200895796316816,1.8,Own,16569.46,0
60337,845,0.1130561741807943,4.85,Rent,8630.17,0
39745,588,0.1884044883149256,14.02,Mortgage,17480.12,0
45894,558,0.15518393434461367,2.17,Rent,13089.15,0
49785,557,0.5004925019879374,7.12,Rent,9390.24,0
52243,687,0.2730630762830768,1.89,Rent,12209.59,0
51467,844,0.13942325913599832,8.14,Mortgage,17502.25,0
56540,564,0.23274010226983963,7.14,Own,6860.71,0
62657,612,0.4414040430349546,7.25,Rent,11862.12,0
55889,339,0.4728176360861778,30.39,Own,14064.73,0
56803,509,0.15993256492476068,0.76,Rent,8118.67,0
26266,571,0.4892832199669668,2.46,Rent,10238.18,0
50753,435,0.28527957910853907,4.98,Rent,22263.96,0
57192,359,0.43969133446750164,4.46,Rent,8386.23,0
60934,809,0.43575389464847203,7.59,Rent,12321.9,0
39614,814,0.4967963605388197,0.24,Rent,17422.35,0
40114,314,0.4485913901545231,6.1,Mortgage,14625.19,1
41388,554,0.11943417833625011,6.69,Own,12143.49,0
58046,834,0.3597405554447741,0.32,Own,18923.26,0
65508,534,0.18309058673548592,3.87,Mortgage,4617.03,0
43888,430,0.5849822687463451,1.41,Rent,18498.34,1
63619,316,0.22791726925554892,8.09,Mortgage,10251.96,0
51852,484,0.3100536756346116,0.25,Mortgage,2220.4,0
48135,690,0.19835107588671871,0.79,Mortgage,25777.82,0
46829,722,0.16729456690898162,0.55,Own,15186.93,0
61199,741,0.40046480030185516,0.34,Mortgage,18843.65,0
54883,311,0.34658982437076036,4.58,Rent,20378.28,0
84137,819,0.28732986705152064,10.15,Mortgage,10377.56,0
37216,379,0.14270951107576266,3.58,Own,13699.34,0
57771,601,0.467979682334284,1.18,Own,14822.27,0
42061,515,0.10292814894920946,2.11,Rent,11485.88,0
36960,547,0.3288307941646592,2.23,Mortgage,20941.37,0
49836,840,0.4162859903976671,3.0,Rent,21657.4,0
52060,571,0.31535541780467347,2.73,Mortgage,14352.44,0
93772,432,0.1631044919555971,5.56,Rent,17494.3,0
47237,304,0.48912494309251753,2.08,Rent,19273.06,1
33047,841,0.2619719761518109,5.44,Rent,16407.75,0
54095,440,0.16737777559096653,3.96,Own,12118.86,0
18880,782,0.37513290737320193,0.25,Own,2582.91,0
48620,604,0.10958577878200762,12.61,Mortgage,15472.25,0
50240,644,0.26203184537247226,0.98,Own,18975.73,0
61919,569,0.4753211847967005,3.0,Rent,10280.33,0
64604,407,0.5563556646820872,14.74,Own,15858.14,0
42446,773,0.395863729720244,1.42,Own,17227.92,0
47740,381,0.20880579269864094,0.11,Mortgage,17255.39,0
38508,383,0.21000007535707324,3.37,Rent,15624.48,0
33079,589,0.40193583210619865,1.27,Own,10003.23,0
54648,370,0.3033808534193648,4.36,Own,21030.09,0
30896,474,0.18863214938795178,8.49,Mortgage,14775.68,0
43780,762,0.4936985198368602,3.58,Mortgage,12314.65,0
35072,694,0.20012151825061528,5.18,Rent,6790.76,0
58245,390,0.26082041732419925,5.49,Mortgage,17021.18,0
77021,768,0.13071471938905213,8.59,Rent,27281.8,0
30476,733,0.450686056551331,5.82,Rent,13822.94,0
22204,548,0.2376389638010736,18.68,Own,12563.65,0
48126,540,0.21643348117417058,3.05,Own,14937.04,0
50235,795,0.2516791430111267,0.26,Own,14622.54,0
53279,639,0.537065266486354,2.5,Own,13162.11,0
43305,770,0.3590092852364154,9.16,Own,25377.54,0
46990,762,0.1789423649335983,0.71,Rent,15221.92,0
55512,574,0.4872404436423393,6.66,Own,8484.89,0
65606,314,0.20422662281474266,3.84,Own,9111.68,0
20674,340,0.30623807409478676,11.55,Own,20696.15,1
44465,507,0.3840379096239309,6.57,Rent,16420.48,0
53207,359,0.39222145736485503,5.4,Mortgage,13242.03,0
36230,664,0.1345160582536357,10.9,Mortgage,12825.92,0
75967,539,0.5184022458515214,11.94,Own,18485.75,0
40468,459,0.3397153799689311,2.43,Mortgage,11053.94,0
49380,696,0.5946303498589464,13.14,Rent,14251.96,0
58340,799,0.4587212039737961,0.28,Own,18643.69,0
41130,508,0.5962844521419591,7.19,Rent,11283.95,0
22301,432,0.3267376240325548,2.05,Rent,21359.09,1
43570,680,0.170390703620339,3.34,Own,6812.02,0
65441,732,0.4636546885148235,9.03,Rent,15190.86,0
44946,688,0.4888801412415582,5.07,Own,15380.79,0
37303,731,0.5264176339412479,3.06,Rent,4380.25,0
63885,573,0.25072451280315533,0.9,Mortgage,11286.6,0
45038,650,0.3553419920576635,14.01,Mortgage,17982.77,0
42347,433,0.528752786680199,2.02,Mortgage,11396.16,0
52241,365,0.5323681183059495,0.53,Rent,13677.51,0
61561,504,0.11284192152807046,4.15,Own,12967.24,0
85725,597,0.43545839202674574,2.61,Mortgage,19869.48,0
62408,416,0.40084367478539096,4.46,Own,16713.18,0
67397,566,0.14166888868060293,1.33,Mortgage,12749.79,0
42410,448,0.5650680397559797,2.38,Mortgage,11416.36,0
34611,493,0.3226861469212853,17.97,Rent,19331.23,0
50934,478,0.4371288550637027,13.79,Mortgage,15721.29,0
51607,447,0.5413988977515578,9.99,Own,20037.24,0
33822,764,0.16506053543194252,7.55,Own,18088.29,0
47370,304,0.527921571752367,0.85,Mortgage,-1340.54,0
55989,825,0.46215281486557847,3.15,Own,20361.08,0
55405,579,0.5197961609785797,6.51,Own,15624.26,0
57564,798,0.34741785258693525,1.52,Own,16230.39,0
54364,735,0.11674242676887228,0.17,Own,4969.44,0
42394,515,0.435257921855316,2.71,Own,12563.99,0
42291,814,0.28726621421008736,2.77,Mortgage,15291.33,0
32015,436,0.3012079171814419,0.34,Own,8584.48,0
76771,579,0.32063110075319035,1.93,Own,21636.13,0
50201,431,0.3464548178909088,12.46,Mortgage,18732.43,0
46627,692,0.43096711628296847,1.44,Rent,12992.21,0
36068,780,0.4633878381259372,4.21,Own,24068.92,0
94034,812,0.48842114318081264,3.35,Rent,16849.06,0
33900,718,0.4358030955507358,9.91,Rent,21861.69,0
43567,501,0.5017397099603718,5.3,Mortgage,10920.05,0
56237,761,0.16107460394530057,0.86,Rent,17390.27,0
59003,501,0.5184088330989198,0.77,Rent,21712.58,0
64368,451,0.2936395435797301,4.08,Rent,20920.25,0
77114,521,0.3643883378819901,0.24,Mortgage,20044.84,0
57592,378,0.316889700247443,2.5,Own,21221.64,0
34159,499,0.3378586022041027,2.55,Mortgage,22636.74,0
46145,398,0.2427138425622367,1.09,Mortgage,3461.38,0
54617,512,0.18497545539983637,1.79,Mortgage,12868.8,0
81023,442,0.15244736652163596,2.0,Own,6288.12,0
29032,688,0.3256994195340337,0.06,Rent,6355.99,0
68038,673,0.16263049827596934,8.2,Own,12392.97,0
52698,351,0.22249423627397022,15.78,Rent,12856.49,0
62567,434,0.16680794281308256,1.71,Own,21803.6,0
48470,710,0.15456061578764493,0.59,Mortgage,9041.63,0
37363,769,0.5412305739238756,15.35,Mortgage,15895.99,0
61263,411,0.4370129765043421,6.75,Rent,22987.08,0
59816,824,0.5618795559344589,11.09,Mortgage,14235.28,0
64580,343,0.4220060791164555,2.24,Mortgage,24759.64,0
49800,696,0.5219755120169236,3.31,Own,5623.54,0
41002,560,0.3776492946348199,13.31,Rent,10753.66,0
26618,844,0.3313150253376125,3.08,Own,22714.65,0
62290,687,0.3642387005016985,5.58,Own,11613.96,0
56358,775,0.2601127472383875,6.1,Mortgage,13800.77,0
35513,709,0.42898619549689565,9.07,Own,23356.83,0
41921,315,0.54858745083534,18.48,Rent,18322.1,1
42998,401,0.49117672324389516,2.04,Mortgage,6778.1,0
27755,485,0.3310000053686427,1.42,Rent,18086.04,1
37734,324,0.5769595429134905,0.4,Rent,11466.04,1
32992,371,0.5927115470590548,9.71,Rent,12533.45,1
43812,317,0.3465503048651002,1.73,Rent,14533.14,1
38919,631,0.5323199206563907,0.25,Own,12107.67,0
25594,396,0.10238512808906244,10.02,Mortgage,17449.47,1
80338,311,0.13332779587333674,3.57,Own,10641.75,0
68788,310,0.11119470446438898,9.11,Mortgage,16518.65,0
38314,462,0.4865814986738106,4.04,Own,18783.77,1
54086,582,0.13988955572161746,1.88,Mortgage,14668.53,0
56261,540,0.10852527303208928,0.7,Rent,15346.11,0
67866,344,0.17370938667762978,2.87,Rent,15451.86,0
37720,554,0.2531473956492718,0.13,Own,15643.7,0
66381,366,0.3323503409487285,4.61,Own,14484.2,0
41781,341,0.13270164235805856,2.79,Rent,14243.3,0
29962,683,0.34949111677546174,0.76,Own,14390.69,0
60862,533,0.2240307305223002,3.78,Own,15930.34,0
69361,784,0.23718574754881114,8.07,Mortgage,12838.18,0
88818,338,0.5109511258239315,18.4,Mortgage,14267.63,0
32004,310,0.5934617880261691,3.75,Mortgage,19958.42,1
60483,708,0.3319320146308088,0.69,Own,25033.65,0
43852,407,0.26088534757724824,8.32,Rent,27305.36,1
61750,393,0.5657240880797844,5.95,Rent,15668.96,0
27942,383,0.35022422323315827,15.39,Rent,9844.34,1
31058,357,0.4651767855903607,3.83,Rent,13782.37,1
38361,592,0.30687001547994186,2.21,Mortgage,15728.82,0
51184,315,0.20127428882907974,16.46,Mortgage,20411.03,0
40383,776,0.4274425562838129,3.87,Own,11412.7,0
59885,464,0.4324213247683599,0.08,Rent,14379.79,0
65403,736,0.3300919250394754,3.21,Own,9945.38,0
58993,702,0.23497481754041818,0.01,Rent,23331.58,0
74281,685,0.5159067460313744,6.69,Rent,17713.39,0
56237,437,0.23765906219278868,4.17,Own,13226.11,0
31746,830,0.42951199313339605,0.58,Mortgage,15320.44,0
70450,592,0.2919928119463484,8.38,Own,8250.56,0
40922,774,0.33624033896886474,3.84,Own,17273.43,0
63656,761,0.20570133075023603,0.61,Rent,16926.18,0
73606,672,0.42473997273968267,0.87,Mortgage,6143.31,0
56850,461,0.21291291680959243,8.63,Own,11353.18,0
27557,343,0.34285702330380685,2.2,Mortgage,13505.5,1
36226,382,0.2642296965732034,8.6,Mortgage,13554.43,0
69841,838,0.5818028663923108,0.36,Mortgage,12466.95,0
47463,818,0.5911105479467738,1.4,Mortgage,15637.19,0
51193,710,0.4767456536690218,7.23,Rent,21971.55,0
61382,640,0.5919587474273862,5.13,Rent,17394.43,0
60444,388,0.15677532140386904,1.83,Rent,20891.08,0
54181,529,0.5961623270067247,13.75,Rent,16822.18,0
46869,317,0.15177795818542208,1.19,Rent,13404.3,0
45309,580,0.3077258868395438,9.48,Own,14114.12,0
62868,721,0.21947378507722684,5.95,Mortgage,19013.81,0
58303,637,0.5769229817025956,0.65,Rent,17703.24,0
46140,565,0.41789496739957077,4.05,Mortgage,21665.85,0
66231,654,0.3985637669117209,13.29,Rent,15034.86,0
48064,659,0.5987192524436633,4.82,Rent,8022.92,0
37225,516,0.40621305194537694,3.76,Own,14026.11,0
38615,620,0.4230799404680169,2.28,Mortgage,7537.51,0
35318,511,0.12238714964837952,7.77,Rent,14327.28,0
45913,502,0.5295253010167686,12.21,Rent,9131.47,0
68505,452,0.585044715871062,7.0,Own,14534.3,0
37923,728,0.5801555752618432,6.46,Mortgage,15737.04,0
52827,586,0.2105528047690344,1.07,Mortgage,14394.76,0
40149,620,0.21295767198507956,8.98,Rent,13622.27,0
46095,735,0.2830235626065891,0.21,Own,13080.55,0
27349,795,0.2551050354587835,7.08,Own,20667.83,0
46691,448,0.2528073236987478,1.18,Rent,16410.0,0
47094,841,0.4026083585675456,3.34,Mortgage,7397.5,0
58104,781,0.5028040034184749,5.94,Rent,15664.55,0
53349,625,0.5683840803373,7.12,Mortgage,22588.74,0
32024,328,0.13393023928866618,10.95,Own,12692.63,0
66262,558,0.23898923819205756,1.66,Rent,13076.26,0
53154,374,0.22750688672147748,1.27,Rent,18159.19,0
52975,797,0.2787198317869186,27.92,Rent,10724.1,0
49862,715,0.3121671315572855,1.16,Mortgage,9096.19,0
42233,639,0.2945857358515108,5.48,Mortgage,7175.19,0
53267,607,0.5760736046906,15.26,Own,18398.92,0
57133,540,0.31856452804219293,11.34,Mortgage,19347.49,0
23796,552,0.37579628554242894,2.93,Mortgage,12073.59,0
41918,519,0.4743166402429533,5.07,Rent,9227.02,0
46175,696,0.46254239849326073,3.77,Own,19350.18,0
53842,635,0.3914822833472844,2.13,Own,14371.47,0
67899,328,0.530416011749595,0.78,Rent,4965.39,0
38423,793,0.41209065447041393,8.13,Mortgage,16859.25,0
42530,801,0.5373794236942997,0.47,Mortgage,16456.76,0
42311,453,0.2513828752912519,4.7,Rent,21942.4,0
37977,530,0.1660118384566678,4.51,Rent,19196.81,0
44792,401,0.5097602282746346,2.04,Mortgage,19479.14,1
61562,476,0.2912589539874547,0.73,Own,10612.29,0
34192,531,0.42554228582062015,8.04,Rent,8235.72,0
56417,311,0.46865559823479663,3.1,Mortgage,17562.85,0
24471,485,0.26335523771362446,6.46,Rent,15092.32,0
41579,565,0.3525816942850195,0.08,Own,18231.9,0
45057,434,0.547463257569752,0.39,Own,15628.28,0
75122,330,0.5398966176192359,0.97,Mortgage,22223.17,0
45877,755,0.4746785387563822,0.6,Own,12844.1,0
16981,558,0.4813697659717512,1.06,Rent,15209.55,1
20016,403,0.548842224540666,5.8,Own,11834.18,1
50510,730,0.46816619364495804,0.24,Mortgage,10625.05,0
59206,681,0.2697926796517477,0.19,Rent,21624.88,0
55631,768,0.16039133982000933,0.16,Own,14433.26,0
52513,812,0.31094204998736863,5.98,Own,27326.35,0
67433,506,0.14367170792683817,3.84,Own,8282.45,0
41906,746,0.1578853884953942,2.31,Mortgage,15485.98,0
63423,388,0.5750860464182848,5.63,Mortgage,15803.34,0
25519,494,0.43794348030124486,4.03,Own,21234.52,1
36425,713,0.5258043502351496,0.04,Rent,10590.85,0
22894,421,0.4214495966367453,9.12,Own,12019.83,1
45877,761,0.3092700142000355,2.16,Rent,7926.89,0
49306,415,0.11257939123079139,2.55,Rent,22325.24,0
51711,495,0.5779185184875187,7.62,Mortgage,6391.62,0
50928,335,0.13546623602629063,1.04,Own,15605.3,0
36086,366,0.40508153300991634,0.05,Mortgage,27488.08,1
47146,580,0.1511016058652577,11.98,Own,20688.63,0
27538,778,0.24207383929478418,3.52,Rent,21157.33,0
70448,310,0.19290872864939737,2.15,Mortgage,23568.28,0
45445,621,0.37685845757943837,8.55,Mortgage,15865.88,0
42666,539,0.54353767256105,0.13,Mortgage,15833.77,0
73834,359,0.41781115389885803,1.13,Rent,14985.34,0
31366,464,0.4320940097531303,0.84,Mortgage,14614.42,1
33116,488,0.5544657481066513,6.69,Own,11937.58,1
33556,786,0.47471261398555264,1.87,Own,21913.3,0
48981,391,0.5329779181920163,7.41,Rent,12366.29,0
56474,588,0.30819604592993266,0.21,Mortgage,13587.97,0
61095,808,0.53267816888606,4.68,Own,8377.82,0
88579,374,0.4229306942829223,1.92,Mortgage,19151.23,0
16258,727,0.16780389137066906,1.03,Own,22962.97,0
59131,684,0.11935625418353304,8.48,Rent,3845.15,0
41643,352,0.2220172068428922,2.66,Own,22738.15,1
41203,474,0.28917482441334563,4.24,Own,18690.76,0
40703,773,0.5187839330404284,0.17,Own,21352.08,0
36368,660,0.4706222785126484,7.84,Rent,16867.0,0
75267,569,0.5776878639034588,1.69,Own,18002.53,0
62634,706,0.37958739937325303,5.91,Rent,16660.94,0
50347,423,0.4738708258039973,7.15,Rent,10003.59,0
70265,675,0.23764169262131238,0.62,Own,14394.51,0
27312,691,0.43978894644765354,1.75,Mortgage,12551.45,0
30039,481,0.45307560126814306,6.43,Own,20429.47,1
17330,335,0.5242076642097806,1.32,Rent,13652.71,1
39508,511,0.36820175543754186,9.43,Mortgage,17442.93,0
52425,433,0.4245025737975885,1.87,Own,9560.24,0
51542,790,0.20152440505244942,2.57,Own,24214.48,0
52240,737,0.46837954506322566,0.53,Own,16305.38,0
28834,345,0.5192058613200676,0.8,Own,8231.54,1
62047,700,0.3968688730932082,1.61,Own,20051.33,0
53594,787,0.1578372311870991,0.25,Mortgage,16254.67,0
60995,731,0.2564286781559715,1.07,Own,18955.81,0
21608,727,0.33775732550564497,2.63,Rent,30745.76,0
54672,816,0.43858119570141707,2.39,Rent,20728.53,0
32183,761,0.2601635539326127,1.11,Mortgage,20469.99,0
44040,480,0.5201455256695571,0.42,Rent,13223.71,0
58015,444,0.28589489568270177,1.91,Mortgage,15536.39,0
51366,564,0.1214181739734804,6.84,Rent,13217.62,0
37226,705,0.49699720833491756,3.57,Mortgage,8448.18,0
50094,783,0.4221115847555206,14.67,Own,12854.57,0
27026,781,0.5009782473653488,0.75,Rent,20676.14,0
67254,536,0.2744449066334468,1.16,Rent,16910.07,0
46920,824,0.10881509607632292,1.64,Mortgage,9167.05,0
66778,638,0.13687646182891397,0.07,Mortgage,14460.72,0
42102,567,0.15590039035041361,14.36,Mortgage,11072.11,0
42146,565,0.5025737890778509,2.95,Rent,17331.06,0
38537,827,0.2507173771800787,3.29,Mortgage,11579.35,0
63142,391,0.5989492547112314,0.86,Own,12225.01,0
39358,547,0.47919419824844267,10.31,Mortgage,8572.39,0
59668,318,0.4005774765451159,5.9,Own,23323.12,0
44263,689,0.5918097059982124,2.82,Own,14738.65,0
20360,687,0.2581545941582589,10.52,Mortgage,14433.71,0
41445,394,0.18280778456058558,11.79,Own,16668.37,0
32313,729,0.4686364848256577,0.25,Own,17032.48,0
50508,336,0.23904168939482082,0.64,Own,11573.44,0
32143,692,0.5805184640333786,0.14,Mortgage,16182.36,0
63889,590,0.5940346561250854,4.36,Mortgage,15460.64,0
48633,602,0.5632021975126769,1.23,Own,20108.31,0
47336,700,0.5723808814547724,9.32,Rent,18759.21,0
59838,643,0.40782740870818,3.14,Own,14953.03,0
64458,817,0.446059324784315,9.09,Mortgage,15120.8,0
49698,676,0.1471230788863472,4.06,Own,13938.59,0
38431,464,0.48152507986434445,7.95,Own,15544.2,0
23390,312,0.20103168153844722,2.32,Mortgage,14837.22,1
39709,324,0.5201630298521914,14.54,Mortgage,15794.07,1
40741,422,0.5807659103055007,5.5,Rent,7659.82,0
51605,428,0.20618881458273666,4.53,Own,11799.62,0
44822,846,0.13901555880281066,2.17,Own,22183.63,0
60318,608,0.3419450696339449,13.84,Own,11703.26,0
40805,735,0.4957746859741545,2.06,Rent,14304.57,0
49144,481,0.4853200849717615,9.04,Rent,16055.53,0
67759,342,0.44840925282829214,2.59,Own,14140.55,0
55127,703,0.5103479951173706,7.29,Mortgage,12174.78,0
49099,562,0.18749417629757634,12.15,Own,19603.34,0
40970,369,0.425968878942973,3.13,Own,9814.62,0
40501,591,0.4028396579488249,3.73,Own,4706.72,0
37240,513,0.1767158618798466,2.0,Mortgage,21443.62,0
41884,446,0.30721353531927387,0.28,Rent,8550.32,0
61334,324,0.5262648596547738,5.28,Rent,18621.15,0
46671,622,0.58590090202408,0.64,Own,13061.41,0
29753,408,0.43271508878867593,2.19,Own,22511.28,1
76522,550,0.5609705209931222,2.15,Own,13760.11,0
54799,781,0.16602461529170867,0.82,Mortgage,12293.02,0
28895,474,0.5875302628214736,5.49,Own,19437.99,1
43372,646,0.11675324959035674,0.96,Mortgage,21198.87,0
51663,469,0.3636296367355507,7.53,Own,23098.15,0
75568,301,0.24550416473540956,1.43,Own,2440.13,0
33378,661,0.5069545533924047,1.69,Own,5100.34,0
64640,595,0.20877181604875536,2.11,Rent,9554.41,0
