id,title,genre,original_language,popularity,release_date,vote_average,vote_count
302699,Central Intelligence,"Action,Comedy,Crime,Mystery",en,51.969,6/15/2016,6.4,4950
242088,The Trip to Italy,"Comedy,Drama",en,5.41,4/24/2014,6.4,210
44147,Wild Target,"Action,Comedy",en,7.526,6/17/2010,6.4,565
11172,Music and Lyrics,"Comedy,Music,Romance",en,14.207,2/9/2007,6.4,1434
3036,Mary Shelley's Frankenstein,"Drama,Horror,Science Fiction,Romance",en,12.58,11/4/1994,6.4,990
928,Gremlins 2: The New Batch,"Comedy,Horror,Fantasy",en,17.687,6/15/1990,6.4,2047
811,Silent Running,"Adventure,Science Fiction",en,11.329,3/9/1972,6.4,439
268238,The Second Best Exotic Marigold Hotel,"Drama,Comedy",en,8.356,2/26/2015,6.4,608
267863,Walking on Sunshine,"Comedy,Romance",en,8.463,6/19/2014,6.4,208
10699,Hero,"Comedy,Drama",en,12.345,10/2/1992,6.4,362
10330,Freaky Friday,"Comedy,Family,Romance,Fantasy",en,36.13,8/5/2003,6.4,3115
500852,Miss Bala,Action,en,18.703,2/1/2019,6.4,432
343674,Gerald's Game,"Horror,Thriller",en,23.364,9/29/2017,6.4,3041
244268,Love Is Strange,Drama,en,7.098,2/7/2014,6.4,240
30943,The Deep End of the Ocean,"Drama,Mystery",en,8.353,3/12/1999,6.4,251
18086,Fright Night Part 2,Horror,en,13.925,4/7/1988,6.4,296
11444,The Closet,Comedy,fr,7.297,1/17/2001,6.4,396
253835,Los Bandoleros,"Action,Drama",en,0.73,7/28/2009,6.4,300
157360,In a World...,Comedy,en,9.799,8/9/2013,6.4,434
9615,The Fast and the Furious: Tokyo Drift,"Action,Crime,Drama,Thriller",en,24.581,6/3/2006,6.4,5468
419835,Crooked House,"Drama,Mystery,Crime",en,13.537,9/6/2017,6.4,751
397722,Thoroughbreds,"Drama,Thriller",en,18.946,3/9/2018,6.4,920
59859,Kick-Ass 2,"Action,Adventure,Crime",en,42.231,7/17/2013,6.4,5351
23210,Six Degrees of Separation,"Mystery,Drama,Comedy",en,7.342,12/8/1993,6.4,241
12117,Instinct,"Drama,Thriller",en,8.578,6/4/1999,6.4,505
9792,The Hills Have Eyes,"Horror,Thriller",en,65.94,3/10/2006,6.4,2381
1989,My Blueberry Nights,"Drama,Romance",en,9.557,11/28/2007,6.4,589
10295,Miami Supercops,"Action,Comedy",it,10.276,12/12/1985,6.4,333
4488,Friday the 13th,Horror,en,50.861,5/9/1980,6.4,2240
521034,The Secret Garden,"Family,Fantasy,Drama",en,17.374,7/8/2020,6.4,470
11427,Dead End,"Mystery,Horror,Thriller",en,9.891,9/26/2003,6.4,388
6557,27 Dresses,"Comedy,Romance",en,19.023,1/10/2008,6.4,2733
522406,Flashback,Thriller,en,63.882,10/8/2020,6.4,205
298729,Do You See Me?,Comedy,it,8.978,11/20/2014,6.4,511
1713,Jungle Fever,"Drama,Romance",en,7.442,6/7/1991,6.4,229
397,French Kiss,"Comedy,Romance",en,11.039,5/5/1995,6.4,594
16723,Sugar & Spice,"Crime,Comedy,Drama",en,9.665,1/24/2001,6.4,213
11359,The Indian in the Cupboard,"Adventure,Family,Fantasy",en,39.667,7/14/1995,6.4,489
10750,Toy Soldiers,"Action,Adventure,Thriller",en,10.123,4/24/1991,6.4,246
10529,Outlander,"Fantasy,Action,Science Fiction",en,19.113,4/24/2008,6.4,1010
2453,Harley Davidson and the Marlboro Man,"Action,Thriller",en,11.434,8/23/1991,6.4,314
377985,Fan,"Action,Drama,Thriller",hi,6.489,4/14/2016,6.4,202
62046,Flypaper,"Mystery,Comedy,Crime",en,10.476,8/19/2011,6.4,635
411999,OtherLife,"Science Fiction,Crime,Mystery",en,10.574,6/16/2017,6.4,313
341013,Atomic Blonde,"Action,Thriller",en,30.361,7/26/2017,6.4,5451
14442,Ella Enchanted,"Family,Fantasy,Comedy",en,49.11,4/9/2004,6.4,1563
574060,Gunpowder Milkshake,"Action,Crime,Thriller",en,106.522,7/14/2021,6.4,648
50780,The Beaver,Drama,en,6.454,5/5/2011,6.4,720
27813,Basket Case,"Comedy,Horror",en,7.822,4/2/1982,6.4,303
11128,Ladder 49,"Drama,Action,Thriller",en,11.775,10/1/2004,6.4,633
513574,Battle,"Drama,Romance,Music",no,7.072,9/28/2018,6.4,608
435615,Possessor Uncut,"Horror,Thriller,Science Fiction",en,15.452,10/2/2020,6.4,527
12600,Pokémon 4Ever,"Adventure,Fantasy,Animation,Science Fiction,Family",ja,36.515,7/6/2001,6.4,325
11845,Intimacy,"Romance,Drama",en,18.061,1/20/2001,6.4,429
2075,Prizzi's Honor,"Romance,Comedy,Crime,Drama",en,6.315,6/14/1985,6.4,286
681,Diamonds Are Forever,"Adventure,Action,Thriller",en,21.301,12/13/1971,6.4,1621
214,Saw III,"Horror,Thriller,Crime",en,59.039,10/27/2006,6.4,3575
574982,The Blackout,"Thriller,Science Fiction,Action",ru,13.331,11/21/2019,6.4,311
396461,Under the Silver Lake,"Crime,Drama,Mystery",en,13.973,6/21/2018,6.4,994
286987,How to Build a Better Boy,"Family,Science Fiction,TV Movie",en,11.905,11/18/2014,6.4,332
43549,The Experiment,"Thriller,Drama",en,64.33,7/15/2010,6.4,1021
24869,Ink,"Action,Fantasy",en,5.431,1/23/2009,6.4,247
20662,Robin Hood,"Adventure,Action,History",en,52.147,5/12/2010,6.4,3889
11047,Asterix the Gaul,"Family,Animation,Adventure,Comedy",fr,8.969,12/20/1967,6.4,564
10715,Looney Tunes: Back in Action,"Animation,Comedy,Family",en,22.63,11/14/2003,6.4,1238
9964,Bad Taste,"Action,Comedy,Horror,Science Fiction",en,9.31,12/1/1987,6.4,639
2294,Jay and Silent Bob Strike Back,Comedy,en,10.386,8/22/2001,6.4,1227
540,D.E.B.S.,"Action,Comedy,Romance",en,13.147,1/21/2004,6.4,424
356298,Don't Think Twice,"Comedy,Drama",en,7.255,7/22/2016,6.4,330
44269,All That Glitters,Comedy,fr,5.785,3/24/2010,6.4,680
34769,Defendor,"Drama,Action,Comedy,Crime",en,8.078,9/12/2009,6.4,444
211672,Minions,"Family,Animation,Adventure,Comedy",en,177.829,6/17/2015,6.4,9386
13374,Ice Princess,"Family,Drama,Comedy",en,11.274,3/17/2005,6.4,784
9679,Gone in Sixty Seconds,"Action,Crime,Thriller",en,33.344,6/9/2000,6.4,3616
352186,Good Kids,Comedy,en,10.205,7/29/2016,6.4,268
340611,Indignation,"Drama,Romance",en,5.319,7/29/2016,6.4,232
76170,The Wolverine,"Action,Science Fiction,Adventure,Fantasy",en,12.082,7/23/2013,6.4,8339
41446,Scream 4,"Horror,Mystery",en,41.487,4/11/2011,6.4,2742
19955,I Do,"Comedy,Romance",fr,6.024,11/1/2006,6.4,262
13249,Seraphim Falls,"Western,Action,Drama",en,10.573,9/13/2006,6.4,452
9556,Darkman,"Action,Science Fiction,Thriller",en,11.62,8/24/1990,6.4,1048
6687,TransSiberian,"Thriller,Crime,Mystery",en,10.219,1/18/2008,6.4,548
1968,Fools Rush In,"Comedy,Drama,Romance",en,10.725,2/14/1997,6.4,415
599975,Countdown,"Horror,Thriller",en,43.411,10/24/2019,6.4,1619
34544,The A-Team,"Thriller,Action,Adventure,Comedy,Crime",en,54.82,6/9/2010,6.4,3943
290751,Secret in Their Eyes,"Thriller,Mystery,Drama,Crime",en,12.037,10/14/2015,6.4,1162
72105,Ted,"Comedy,Fantasy",en,109.064,6/29/2012,6.4,10725
27346,Maniac,Horror,en,19.743,11/7/1980,6.4,302
9788,Accepted,Comedy,en,12.825,8/18/2006,6.4,1278
86555,Take This Waltz,"Drama,Comedy",en,5.522,11/25/2011,6.4,268
81342,Delicacy,"Drama,Comedy,Romance",fr,5.546,12/20/2011,6.4,373
18269,Lady and the Tramp II: Scamp's Adventure,"Family,Animation,Romance,Adventure",en,20.855,2/18/2001,6.4,1067
17707,Brokedown Palace,Drama,en,11.73,8/13/1999,6.4,310
11068,Singles,"Comedy,Drama,Romance",en,10.02,9/18/1992,6.4,290
10491,Enigma,"Mystery,Drama,Thriller,Romance,War",en,8.311,1/22/2001,6.4,223
333484,The Magnificent Seven,"Adventure,Action,Western",en,57.938,9/14/2016,6.4,5134
209403,Bad Words,Comedy,en,7.331,9/6/2013,6.4,664
6279,Sister Act 2: Back in the Habit,"Music,Comedy",en,15.104,12/9/1993,6.4,1461
75,Mars Attacks!,"Comedy,Fantasy,Science Fiction",en,27.507,12/12/1996,6.4,4562
763148,Time Is Up,"Romance,Drama",en,104.545,9/9/2021,6.4,382
49017,Dracula Untold,"Horror,Action,Drama,Fantasy,War",en,23.733,10/1/2014,6.4,5305
16229,Prozac Nation,"Drama,Romance",en,8.505,9/8/2001,6.4,234
9593,Last Action Hero,"Adventure,Fantasy,Action,Comedy,Family",en,22.196,6/18/1993,6.4,2119
401478,Death Race: Beyond Anarchy,"Action,Thriller,Science Fiction",en,30.915,10/2/2018,6.4,241
250574,Creep,Horror,en,11.017,6/23/2014,6.4,1060
77561,EVA,"Science Fiction,Drama",es,7.773,10/6/2011,6.4,325
19277,In Hell,"Action,Drama,Thriller",en,12.513,11/24/2003,6.4,406
11114,Pete's Dragon,"Fantasy,Animation,Comedy,Family",en,17.078,11/3/1977,6.4,566
6795,Zathura: A Space Adventure,"Family,Fantasy,Science Fiction,Adventure,Comedy",en,36.671,11/6/2005,6.4,2694
2275,The General's Daughter,"Thriller,Mystery,Drama,Crime",en,11.191,6/18/1999,6.4,722
11081,Taking Lives,"Crime,Thriller",en,12.257,3/19/2004,6.4,1289
602545,Into the Labyrinth,"Thriller,Mystery",it,60.465,10/30/2019,6.4,372
294652,Son of a Gun,"Action,Crime,Drama,Thriller",en,28.734,10/16/2014,6.4,654
138038,Girl vs. Monster,"Family,Comedy,Science Fiction,TV Movie",en,17.04,10/12/2012,6.4,236
121606,Resolution,"Horror,Thriller,Mystery",en,5.69,6/27/2013,6.4,283
9992,Arthur and the Invisibles,"Adventure,Fantasy,Animation,Family",en,25.193,12/13/2006,6.4,2502
8388,¡Three Amigos!,"Comedy,Western,Adventure",en,12.126,12/12/1986,6.4,757
516329,Antlers,"Drama,Horror,Mystery",en,192.308,10/28/2021,6.4,721
477033,Errementari: The Blacksmith and the Devil,"Drama,Fantasy,Horror",eu,15.977,3/2/2018,6.4,443
433150,The Invisible Boy: Second Generation,Fantasy,it,6.626,1/4/2018,6.4,258
118293,The Suicide Shop,"Comedy,Animation,Music",fr,8.119,9/26/2012,6.4,488
16614,Adventureland,"Comedy,Drama",en,12.967,4/3/2009,6.4,1831
8224,8MM,"Thriller,Crime,Mystery",en,16.665,2/26/1999,6.4,1557
526019,Like a Boss,Comedy,en,22.486,1/9/2020,6.4,555
352157,Marguerite,Drama,fr,6.044,9/16/2015,6.4,232
314095,The Lost City of Z,"Adventure,Drama,History",en,29.655,3/15/2017,6.4,2399
15653,An Extremely Goofy Movie,"Animation,Family,Comedy",en,17.777,2/29/2000,6.4,491
14353,Repo! The Genetic Opera,"Horror,Science Fiction,Music",en,6.546,7/18/2008,6.4,266
13417,Kronk's New Groove,"Animation,Comedy,Family",en,26.111,12/5/2005,6.4,1044
10105,Saints and Soldiers,"War,Drama,Action,Adventure,History",en,7.736,9/11/2003,6.4,218
527660,"Yes, God, Yes","Comedy,Drama",en,31.576,7/24/2020,6.4,387
449985,Triple Threat,"Thriller,Action",en,47.75,3/19/2019,6.4,474
300668,Annihilation,"Science Fiction,Horror",en,39.702,2/22/2018,6.4,7252
15449,La Tour Montparnasse Infernale,Comedy,fr,8.647,3/28/2001,6.4,680
8289,Gorky Park,"Thriller,Crime,Drama",en,8.17,12/15/1983,6.4,206
294272,Pete's Dragon,"Adventure,Family,Fantasy",en,26.782,8/10/2016,6.4,1916
27576,Salt,"Action,Mystery,Thriller",en,58.286,7/21/2010,6.4,4638
9671,Crocodile Dundee,"Adventure,Comedy",en,14.355,9/26/1986,6.4,1511
7461,Vantage Point,"Drama,Action,Thriller,Crime",en,13.273,2/1/2008,6.4,1715
9759,Cellular,"Action,Thriller",en,16.296,9/6/2004,6.4,1570
8054,The Imaginarium of Doctor Parnassus,"Adventure,Fantasy,Mystery",en,11.097,10/1/2009,6.4,2371
6691,Priceless,"Drama,Comedy,Romance",fr,8.442,12/13/2006,6.4,630
24341,Dolls,"Fantasy,Horror",en,10.585,3/12/1987,6.4,247
20726,Little Giants,"Comedy,Family",en,12.929,10/14/1994,6.4,351
515248,Someone Great,"Comedy,Romance",en,12.425,4/19/2019,6.4,1060
13150,Pride and Glory,"Crime,Drama,Mystery,Thriller",en,10.26,9/9/2008,6.4,715
559,Spider-Man 3,"Fantasy,Action,Adventure",en,106.348,5/1/2007,6.4,11830
84188,Compliance,"Drama,Thriller",en,9.955,8/23/2012,6.4,538
78854,Scialla! (Stai sereno),Comedy,it,4.358,11/18/2011,6.4,212
15357,District 13: Ultimatum,"Action,Thriller,Crime",fr,21.729,2/18/2009,6.4,939
13333,Game of Death,"Drama,Action,Thriller",cn,15.121,3/23/1978,6.4,507
9414,The Man Who Knew Too Little,"Comedy,Thriller,Crime,Action",en,6.93,11/14/1997,6.4,381
5551,Space Cowboys,"Action,Adventure,Thriller",en,16.295,8/4/2000,6.4,1111
4513,30 Days of Night,"Horror,Thriller",en,25.884,10/17/2007,6.4,2227
592336,Don't Stop Me Now,Comedy,it,6.178,4/18/2019,6.4,293
392142,Max & Leon,"War,Comedy",fr,6.653,11/1/2016,6.4,682
34016,She's Out of My League,"Comedy,Romance",en,21.174,3/11/2010,6.4,1696
314405,Tale of Tales,"Romance,Fantasy,Horror",it,17.212,5/14/2015,6.4,1435
14114,You Got Served,"Music,Drama",en,14.846,1/30/2004,6.4,331
16296,Killer Klowns from Outer Space,"Comedy,Horror,Science Fiction",en,23.534,5/27/1988,6.4,694
11342,Warlock,"Adventure,Comedy,Fantasy,Horror",en,12.574,6/1/1989,6.4,289
9777,Proof,"Drama,Mystery",en,7.637,9/5/2005,6.4,555
9425,Soldier,"Science Fiction,Action",en,14.138,10/23/1998,6.4,634
760926,Gold,"Thriller,Action",en,203.801,1/13/2022,6.4,336
285423,Jarhead 2: Field of Fire,"War,Action",en,17.969,8/14/2014,6.4,236
263281,Our Summer in Provence,"Comedy,Drama",fr,9.043,4/2/2014,6.4,258
262500,Insurgent,"Action,Adventure,Science Fiction,Thriller",en,57.44,3/18/2015,6.4,8962
115210,Stitches,Horror,en,15.691,5/19/2012,6.4,336
104859,Mac & Devin Go to High School,Comedy,en,21.033,7/3/2012,6.4,340
10074,Hot Rod,"Comedy,Action",en,9.964,8/3/2007,6.4,774
455656,#realityhigh,Comedy,en,13.284,7/17/2017,6.4,956
117263,Olympus Has Fallen,"Action,Thriller",en,64.175,3/20/2013,6.4,5760
10592,Hart's War,"Drama,War",en,10.303,2/15/2002,6.4,758
9064,Hellbound: Hellraiser II,Horror,en,21.071,12/23/1988,6.4,812
269148,Samba,"Drama,Comedy",fr,12.875,10/15/2014,6.4,834
74018,A Cinderella Story: Once Upon a Song,"Comedy,Family,Romance",en,19.344,9/5/2011,6.4,931
21057,Ocean Waves,"Romance,Animation,Drama",ja,17.071,5/5/1993,6.4,630
16871,Drag Me to Hell,"Horror,Thriller",en,52.646,3/15/2009,6.4,2976
6951,Turner & Hooch,"Action,Comedy,Thriller,Crime,Family",en,9.992,7/28/1989,6.4,1042
649409,No Sudden Move,"Crime,Drama,Mystery",en,45.31,6/24/2021,6.4,437
539649,The Lie,"Drama,Horror,Mystery,Thriller",en,11.502,9/13/2018,6.4,532
415842,American Assassin,"Action,Thriller",en,38.518,9/14/2017,6.4,2521
11096,Hide and Seek,"Horror,Mystery",en,21.036,1/27/2005,6.4,1314
9785,The Invisible,"Fantasy,Thriller",en,8.018,4/27/2007,6.4,443
6488,Arachnophobia,"Comedy,Horror",en,6.665,7/20/1990,6.4,1099
11905,The Company of Wolves,"Horror,Fantasy",en,9.696,9/21/1984,6.4,229
10847,Lord of the Flies,"Adventure,Drama,Thriller",en,15.172,3/16/1990,6.4,430
9715,Hope Floats,"Romance,Drama,Comedy",en,16.057,5/29/1998,6.4,344
415401,The Party,"Comedy,Drama",en,7.037,9/13/2017,6.4,414
112205,The Family,"Crime,Comedy,Action",en,16.887,9/13/2013,6.4,2552
77949,The Awakening,"Horror,Thriller,Mystery",en,13.602,8/17/2011,6.4,1184
45202,The Housemaid,"Thriller,Drama",ko,8.453,5/13/2010,6.4,238
13373,Millions,"Comedy,Crime,Drama,Family",en,7.04,4/29/2004,6.4,304
10851,Revolver,"Drama,Thriller,Crime,Mystery",en,12.874,9/11/2005,6.4,1074
10056,Killer's Kiss,"Crime,Drama,Thriller",en,7.239,10/1/1955,6.4,410
11008,Major Payne,"Adventure,Comedy,Family",en,16.136,3/24/1995,6.4,616
9317,The Cabbage Soup,"Comedy,Science Fiction",fr,10.341,12/2/1981,6.4,704
672582,The Deep House,Horror,en,176.364,6/30/2021,6.4,672
309924,After the Ball,Comedy,en,13.463,2/27/2015,6.4,238
32613,Horror Express,Horror,en,8.785,9/30/1972,6.4,204
4380,Shall We Dance?,"Drama,Romance,Comedy",en,18.053,10/15/2004,6.4,1016
408540,Feather,Comedy,it,4.629,10/20/2016,6.4,212
332567,The Shallows,"Horror,Drama,Thriller",en,25.619,6/24/2016,6.4,4466
8197,Midnight in the Garden of Good and Evil,"Crime,Drama,Mystery,Thriller",en,7.043,11/21/1997,6.4,453
8077,Alien³,"Science Fiction,Action,Horror",en,24.159,5/22/1992,6.4,4514
1577,Resident Evil: Apocalypse,"Horror,Action,Science Fiction",en,40.459,9/10/2004,6.4,3573
339527,Solace,"Thriller,Crime,Mystery",en,27.363,9/3/2015,6.4,1869
82525,Savages,"Crime,Drama,Thriller",en,15.525,7/6/2012,6.4,1869
75761,John Dies at the End,"Horror,Comedy",en,8.22,1/25/2013,6.4,532
24655,The Car,Horror,en,9.617,5/12/1977,6.4,204
1378,Shortbus,"Romance,Drama,Comedy",en,15.592,10/4/2006,6.4,380
356305,Why Him?,Comedy,en,28.299,12/22/2016,6.4,3599
315880,Correspondence,"Drama,Romance",it,8.028,1/14/2016,6.4,345
10047,The Messenger: The Story of Joan of Arc,"Adventure,Drama,Action,History,War",en,26.116,10/27/1999,6.4,1175
9718,Talladega Nights: The Ballad of Ricky Bobby,Comedy,en,15.004,8/4/2006,6.4,1319
338970,Tomb Raider,"Action,Adventure,Fantasy",en,36.711,3/5/2018,6.4,6770
15947,The Three Caballeros,"Animation,Family,Music",en,13.603,7/21/1944,6.4,556
13567,Sleepaway Camp,Horror,en,13.066,11/18/1983,6.4,488
11530,The Discord,Comedy,fr,5.388,3/16/1978,6.4,248
189,Sin City: A Dame to Kill For,"Crime,Action,Thriller",en,47.497,8/20/2014,6.4,3238
478820,The Emperor of Paris,"Drama,Crime,Thriller",fr,18.147,12/19/2018,6.4,417
462919,Sierra Burgess Is a Loser,"Comedy,Drama,Romance",en,14.125,9/7/2018,6.4,3232
325348,Hardcore Henry,"Action,Adventure,Science Fiction",en,29.25,9/12/2015,6.4,1957
66195,The Perfect Host,"Comedy,Thriller,Crime",en,8.226,7/1/2010,6.4,323
2642,Two Weeks Notice,"Comedy,Romance",en,18.726,12/19/2002,6.4,1724
674944,The Occupant,"Thriller,Drama",es,10.166,3/25/2020,6.3,631
11002,"Greystoke: The Legend of Tarzan, Lord of the Apes","Adventure,Drama,Action,Romance",en,11.942,3/30/1984,6.3,378
6957,The 40 Year Old Virgin,"Comedy,Romance",en,29.525,8/11/2005,6.3,5626
95608,The Only Living Boy in New York,Drama,en,25.403,7/27/2017,6.3,248
6440,The Shipping News,"Drama,Romance",en,11.821,12/18/2001,6.3,299
617,Wild Things,"Mystery,Thriller,Drama",en,14.785,3/20/1998,6.3,1354
604822,Vanguard,"Action,Adventure,Crime",zh,131.89,9/30/2020,6.3,411
295699,Everybody Wants Some!!,Comedy,en,12.525,3/30/2016,6.3,929
253279,The Trials of Cate McCall,Drama,en,8.735,11/28/2013,6.3,232
136797,Need for Speed,"Action,Crime,Drama,Thriller",en,91.164,3/12/2014,6.3,3659
9975,Curious George,"Adventure,Animation,Comedy,Family",en,20.873,2/10/2006,6.3,423
1619,The Way of the Gun,"Action,Crime,Drama,Thriller",en,11.03,9/8/2000,6.3,329
608,Men in Black II,"Action,Adventure,Comedy,Science Fiction",en,38.303,7/3/2002,6.3,8481
453405,Gemini Man,"Science Fiction,Action,Thriller",en,39.481,10/2/2019,6.3,4342
41733,Due Date,"Comedy,Drama",en,36.715,11/4/2010,6.3,4666
38357,Morning Glory,"Comedy,Drama,Romance",en,15.505,11/10/2010,6.3,1259
30923,Alice in Wonderland,"Fantasy,Family",en,16.962,2/28/1999,6.3,296
1049,Sommersby,"Drama,Thriller,Mystery,Romance",en,8.057,2/5/1993,6.3,292
602269,The Little Things,"Crime,Drama,Thriller",en,47.979,1/28/2021,6.3,1631
407439,Mary Magdalene,"Drama,History",en,49.215,3/15/2018,6.3,451
11954,Lifeforce,"Horror,Science Fiction,Thriller",en,20.309,6/21/1985,6.3,423
57800,Ice Age: Continental Drift,"Animation,Comedy,Adventure,Family",en,78.671,6/27/2012,6.3,6512
12435,The Nanny Diaries,"Comedy,Drama,Romance",en,17.151,8/24/2007,6.3,897
11034,The Great Gatsby,"Drama,Romance",en,10.342,3/27/1974,6.3,379
1247,The Good Shepherd,"Drama,Thriller,History",en,12.919,12/11/2006,6.3,909
68735,Warcraft,"Action,Adventure,Fantasy",en,49.03,5/25/2016,6.3,5841
34588,If I Were You,Comedy,pt,4.895,1/6/2006,6.3,330
10543,Fear,Thriller,en,15.364,4/12/1996,6.3,592
28761,"White Hunter, Black Heart","Adventure,Drama",en,10.015,5/24/1990,6.3,200
9526,A Prairie Home Companion,"Drama,Comedy,Music",en,7.692,6/9/2006,6.3,246
9104,Buffalo Soldiers,"Drama,Comedy,War,Crime,Thriller",en,6.013,10/31/2002,6.3,236
2026,Hostage,"Action,Thriller,Crime",en,17.81,3/10/2005,6.3,1358
57695,The Princess of Montpensier,"Action,Drama,History,Romance",fr,10.136,11/3/2010,6.3,234
13641,The Air I Breathe,"Thriller,Crime",en,8.275,2/7/2007,6.3,287
11460,Red Eye,"Horror,Thriller",en,14.887,8/19/2005,6.3,1508
9501,Crying Freeman,"Action,Crime",en,10.659,4/23/1995,6.3,234
512196,Happy Death Day 2U,"Comedy,Horror,Science Fiction",en,30.617,2/13/2019,6.3,2814
320028,An Italian Name,Comedy,it,4.509,1/22/2015,6.3,292
9294,Phenomenon,"Drama,Fantasy,Romance,Science Fiction",en,9.877,7/5/1996,6.3,900
430231,The Endless,"Science Fiction,Horror,Thriller",en,12.474,11/5/2017,6.3,804
11852,The Hot Chick,"Comedy,Fantasy",en,46.491,12/13/2002,6.3,1620
9968,The Big White,"Comedy,Crime,Drama",en,5.765,10/27/2005,6.3,238
587693,A Christmas Prince: The Royal Baby,"Romance,Family",en,12.565,12/5/2019,6.3,445
8986,Milk Money,"Comedy,Romance",en,13.123,8/31/1994,6.3,215
1647,The Recruit,"Action,Thriller",en,10.463,1/31/2003,6.3,1423
447200,Skyscraper,"Action,Thriller",en,39.789,7/11/2018,6.3,4231
369781,Amis publics,Comedy,fr,5.679,2/17/2016,6.3,351
207768,I Spit on Your Grave 2,"Thriller,Horror,Crime",en,57.69,8/25/2013,6.3,1025
86812,Sound of My Voice,"Science Fiction,Drama,Mystery,Thriller",en,6.871,1/22/2011,6.3,284
9584,Convoy,"Action,Comedy",en,15.457,6/27/1978,6.3,266
8216,Meet the Feebles,"Comedy,Music",en,7.579,8/12/1989,6.3,217
376134,The Discovery,"Drama,Romance,Science Fiction,Thriller,Mystery",en,15.226,3/31/2017,6.3,1102
438808,White Boy Rick,"Crime,Drama",en,11.853,9/14/2018,6.3,852
293646,The 33,"Drama,History",en,15.914,8/6/2015,6.3,814
39414,Paper Man,"Comedy,Drama",en,9.721,6/15/2009,6.3,261
27429,Shivers,Horror,en,8.529,10/10/1975,6.3,478
10380,An American Tail: Fievel Goes West,"Adventure,Animation,Family,Western",en,31.357,11/21/1991,6.3,601
7095,Jack,"Family,Comedy,Drama",en,12.855,8/9/1996,6.3,1036
431530,A Bad Moms Christmas,Comedy,en,17.821,8/4/2017,6.3,1759
48231,A Dangerous Method,"Drama,Thriller",en,15.224,9/30/2011,6.3,1726
16248,D.A.R.Y.L.,"Family,Science Fiction",en,8.065,6/14/1985,6.3,233
10770,The Sheriff and the Satellite Kid,"Comedy,Science Fiction,Action",it,9.069,8/10/1979,6.3,260
515911,Lady J,"Drama,Romance",fr,6.127,9/12/2018,6.3,229
82682,Gangster Squad,"Crime,Drama,Action,Thriller",en,16.128,1/10/2013,6.3,3525
77866,Contraband,"Thriller,Action,Drama,Crime",en,43.126,1/12/2012,6.3,1774
38365,Grown Ups,Comedy,en,113.732,6/24/2010,6.3,5013
449755,Christmas Inheritance,"Romance,Drama",en,15.331,12/15/2017,6.3,740
222461,Wer,"Horror,Mystery,Thriller",en,17.965,11/16/2013,6.3,284
203739,Vampire Academy,"Comedy,Action,Fantasy",en,20.48,2/7/2014,6.3,1566
46929,Fun and Fancy Free,"Animation,Family,Music",en,9.272,9/27/1947,6.3,334
23631,Machete,"Action,Comedy,Thriller",en,58.118,9/1/2010,6.3,2754
597433,Beckett,"Crime,Mystery,Thriller",en,76.234,8/4/2021,6.3,519
264729,Off Course,"Romance,Comedy",es,11.85,3/3/2015,6.3,294
11913,The Gendarme Takes Off,Comedy,fr,9.582,10/28/1970,6.3,410
8960,Hancock,"Fantasy,Action",en,120.2,7/1/2008,6.3,8227
507441,Sea Fever,"Science Fiction,Horror,Thriller",en,16.855,6/12/2020,6.3,312
458344,"Juliet, Naked","Comedy,Drama,Romance",en,10.465,8/16/2018,6.3,383
179538,Witching & Bitching,"Comedy,Horror",es,18.947,9/20/2013,6.3,541
571384,Come Play,Horror,en,21.003,10/28/2020,6.3,453
331836,Babysitting 2,Comedy,fr,10.094,12/2/2015,6.3,1172
660982,American Pie Presents: Girls' Rules,Comedy,en,55.338,10/6/2020,6.3,464
509967,6 Underground,"Action,Thriller,Comedy",en,57.905,12/10/2019,6.3,3838
468219,Dead in a Week (Or Your Money Back),"Comedy,Action,Drama",en,8.27,9/12/2018,6.3,272
438348,Knock,Comedy,fr,10.595,10/18/2017,6.3,384
9902,Wrong Turn,"Horror,Thriller",en,74.628,5/30/2003,6.3,2064
9490,Half Baked,"Comedy,Crime",en,9.931,1/16/1998,6.3,431
396493,Creep 2,"Horror,Thriller",en,14.489,10/14/2017,6.3,590
300168,Dragon Blade,"Adventure,History",zh,31.256,2/19/2015,6.3,457
82675,Taken 2,"Action,Crime,Thriller",en,123.672,9/27/2012,6.3,5742
63197,Megan Is Missing,"Drama,Horror,Thriller",en,44.759,5/1/2011,6.3,476
15596,Back to School,Comedy,en,9.593,6/13/1986,6.3,339
9440,Primary Colors,Drama,en,8.134,3/20/1998,6.3,241
505058,Unfriended: Dark Web,"Horror,Thriller,Mystery",en,30.097,7/19/2018,6.3,1241
202575,The House of Magic,"Family,Fantasy,Animation,Adventure",en,17.692,12/24/2013,6.3,289
11680,The Miser,Comedy,fr,8.768,3/5/1980,6.3,348
9472,DodgeBall: A True Underdog Story,Comedy,en,26.249,6/18/2004,6.3,2882
8689,Cannibal Holocaust,Horror,it,41.524,2/7/1980,6.3,1254
600184,The Nest,"Drama,Horror,Mystery",it,8.654,8/15/2019,6.3,224
271736,The Program,Drama,en,7.738,9/16/2015,6.3,417
44244,Camp Rock 2: The Final Jam,"Comedy,Music,TV Movie",en,28.118,9/17/2010,6.3,1352
39385,Would I Lie to You?,Comedy,fr,4.694,4/1/1997,6.3,434
14191,Aquamarine,"Fantasy,Romance,Family,Comedy",en,36.874,3/3/2006,6.3,1256
